,index,Num,Fecha,Longitud,Latitud,Polaridad,Magnitud,Corriente
30799,30799,30799,2018-04-25 01:27:01.640,-73.6981,6.4243,-1,6.7,-6.7
30800,30800,30800,2018-04-25 01:27:02.060,-73.7751,6.5017,1,6.5,6.5
30801,30801,30801,2018-04-25 01:27:02.080,-73.7954,6.4936,1,6.4,6.4
30802,30802,30802,2018-04-25 01:27:08.607,-73.8825,6.4501,1,6.2,6.2
30803,30803,30803,2018-04-25 01:27:09.010,-73.9063,6.4577,1,8.3,8.3
30804,30804,30804,2018-04-25 01:27:09.070,-73.881,6.4136,1,6.1,6.1
30805,30805,30805,2018-04-25 01:27:09.073,-73.8927,6.4553,1,4.6,4.6
30806,30806,30806,2018-04-25 01:27:09.183,-73.891,6.3924,1,6.4,6.4
30807,30807,30807,2018-04-25 01:27:09.223,-73.909,6.4597,1,6.4,6.4
30808,30808,30808,2018-04-25 01:27:09.813,-74.0584,6.746,-1,5.4,-5.4
30809,30809,30809,2018-04-25 01:27:09.857,-74.0901,6.7325,-1,9.1,-9.1
30810,30810,30810,2018-04-25 01:27:09.947,-74.0847,6.7692,-1,15.4,-15.4
30811,30811,30811,2018-04-25 01:27:10.677,-73.7999,6.4906,1,3.7,3.7
30812,30812,30812,2018-04-25 01:27:11.507,-73.638,6.3905,1,22.1,22.1
30813,30813,30813,2018-04-25 01:27:13.550,-74.0691,6.4941,-1,6.9,-6.9
30814,30814,30814,2018-04-25 01:27:13.783,-74.1384,6.4681,1,4.6,4.6
30815,30815,30815,2018-04-25 01:27:13.820,-74.1841,6.4725,1,4.2,4.2
30816,30816,30816,2018-04-25 01:27:13.927,-74.0697,6.4971,1,4.6,4.6
30817,30817,30817,2018-04-25 01:27:14.170,-74.0718,6.4316,-1,17.0,-17.0
30818,30818,30818,2018-04-25 01:27:14.403,-74.0682,6.4332,-1,15.2,-15.2
30819,30819,30819,2018-04-25 01:27:14.407,-74.0745,6.3622,1,14.7,14.7
30820,30820,30820,2018-04-25 01:27:14.673,-73.7197,6.4485,-1,4.9,-4.9
30821,30821,30821,2018-04-25 01:27:14.693,-73.7143,6.4577,-1,25.1,-25.1
30822,30822,30822,2018-04-25 01:27:14.747,-73.7321,6.4159,-1,17.6,-17.6
30823,30823,30823,2018-04-25 01:27:14.763,-73.7131,6.4565,-1,11.0,-11.0
30824,30824,30824,2018-04-25 01:27:14.833,-73.7461,6.4615,-1,20.8,-20.8
30825,30825,30825,2018-04-25 01:27:14.890,-73.7032,6.442,-1,18.3,-18.3
30826,30826,30826,2018-04-25 01:27:15.000,-73.7335,6.4528,-1,31.4,-31.4
30827,30827,30827,2018-04-25 01:27:15.077,-73.736,6.4528,-1,5.8,-5.8
30828,30828,30828,2018-04-25 01:27:15.887,-73.7349,6.4518,-1,9.1,-9.1
30829,30829,30829,2018-04-25 01:27:15.977,-73.7337,6.4527,-1,11.7,-11.7
30830,30830,30830,2018-04-25 01:27:15.980,-73.8045,6.5402,1,5.5,5.5
30831,30831,30831,2018-04-25 01:27:16.197,-73.7318,6.4518,-1,15.6,-15.6
30832,30832,30832,2018-04-25 01:27:16.217,-73.8423,6.6236,1,6.1,6.1
30833,30833,30833,2018-04-25 01:27:20.793,-73.7231,6.3863,-1,5.9,-5.9
30834,30834,30834,2018-04-25 01:27:21.103,-73.7082,6.4194,1,3.5,3.5
30835,30835,30835,2018-04-25 01:27:26.057,-73.7272,6.5023,-1,17.0,-17.0
30836,30836,30836,2018-04-25 01:27:26.087,-73.7279,6.5038,-1,17.0,-17.0
30837,30837,30837,2018-04-25 01:27:26.170,-73.739,6.4821,-1,27.3,-27.3
30838,30838,30838,2018-04-25 01:27:26.203,-74.0662,6.4106,1,4.6,4.6
30839,30839,30839,2018-04-25 01:27:26.433,-73.7393,6.4836,-1,19.7,-19.7
30840,30840,30840,2018-04-25 01:27:26.440,-73.7687,6.4408,1,4.9,4.9
30841,30841,30841,2018-04-25 01:27:26.507,-73.7395,6.482,-1,5.0,-5.0
30842,30842,30842,2018-04-25 01:27:26.657,-73.739,6.484,-1,10.7,-10.7
30843,30843,30843,2018-04-25 01:27:26.903,-73.8695,6.4676,1,10.1,10.1
30844,30844,30844,2018-04-25 01:27:35.797,-73.8955,6.446,1,11.0,11.0
30845,30845,30845,2018-04-25 01:27:36.310,-73.8927,6.4471,1,5.0,5.0
30846,30846,30846,2018-04-25 01:27:36.410,-73.912,6.4447,-1,9.1,-9.1
30847,30847,30847,2018-04-25 01:27:38.680,-73.794,6.494,-1,5.5,-5.5
30848,30848,30848,2018-04-25 01:27:39.317,-73.7407,6.442,-1,4.3,-4.3
30849,30849,30849,2018-04-25 01:27:42.653,-73.8666,6.4808,1,5.3,5.3
30850,30850,30850,2018-04-25 01:27:42.683,-73.8614,6.4765,-1,14.2,-14.2
30851,30851,30851,2018-04-25 01:27:42.760,-73.8718,6.4704,-1,25.6,-25.6
30852,30852,30852,2018-04-25 01:27:42.820,-73.8364,6.4795,-1,10.9,-10.9
30853,30853,30853,2018-04-25 01:27:43.360,-73.8422,6.4769,-1,23.5,-23.5
30854,30854,30854,2018-04-25 01:27:49.757,-73.7612,6.4292,1,6.7,6.7
30855,30855,30855,2018-04-25 01:27:50.310,-74.1381,6.4484,-1,7.9,-7.9
30856,30856,30856,2018-04-25 01:27:50.427,-74.1515,6.4451,-1,10.9,-10.9
30857,30857,30857,2018-04-25 01:27:56.310,-73.8092,6.4696,-1,11.7,-11.7
30858,30858,30858,2018-04-25 01:27:56.370,-73.8047,6.4595,-1,19.5,-19.5
30859,30859,30859,2018-04-25 01:27:56.410,-73.8104,6.4695,-1,10.2,-10.2
30860,30860,30860,2018-04-25 01:27:56.497,-73.7888,6.4711,-1,6.9,-6.9
30861,30861,30861,2018-04-25 01:27:56.560,-73.8104,6.47,-1,6.9,-6.9
30862,30862,30862,2018-04-25 01:27:56.597,-73.79,6.4715,-1,4.4,-4.4
30863,30863,30863,2018-04-25 01:27:59.227,-73.7036,6.3793,-1,6.8,-6.8
30864,30864,30864,2018-04-25 01:27:59.407,-73.7199,6.3922,-1,5.8,-5.8
30865,30865,30865,2018-04-25 01:28:00.483,-73.8528,6.4386,1,5.3,5.3
30866,30866,30866,2018-04-25 01:28:02.493,-73.7826,6.5174,1,6.7,6.7
30867,30867,30867,2018-04-25 01:28:04.457,-73.7479,6.4599,-1,5.8,-5.8
30868,30868,30868,2018-04-25 01:28:08.173,-73.6998,6.3867,-1,14.5,-14.5
30869,30869,30869,2018-04-25 01:28:08.233,-73.7335,6.4211,-1,10.1,-10.1
30870,30870,30870,2018-04-25 01:28:08.320,-73.7298,6.4039,-1,12.3,-12.3
30871,30871,30871,2018-04-25 01:28:08.707,-73.7293,6.404,-1,15.1,-15.1
30872,30872,30872,2018-04-25 01:28:08.813,-73.7317,6.4027,-1,6.0,-6.0
30873,30873,30873,2018-04-25 01:28:09.093,-73.8968,6.4539,-1,4.5,-4.5
30874,30874,30874,2018-04-25 01:28:10.887,-73.6979,6.404,1,5.2,5.2
30875,30875,30875,2018-04-25 01:28:11.203,-73.81,6.4934,1,6.5,6.5
30876,30876,30876,2018-04-25 01:28:11.490,-73.8338,6.4935,-1,6.8,-6.8
30877,30877,30877,2018-04-25 01:28:15.827,-74.0561,6.4059,-1,7.3,-7.3
30878,30878,30878,2018-04-25 01:28:15.960,-74.0642,6.4124,1,6.1,6.1
30879,30879,30879,2018-04-25 01:28:16.813,-73.768,6.5203,-1,8.7,-8.7
30880,30880,30880,2018-04-25 01:28:16.833,-73.7687,6.5195,-1,6.7,-6.7
30881,30881,30881,2018-04-25 01:28:17.193,-73.7688,6.5189,-1,33.0,-33.0
30882,30882,30882,2018-04-25 01:28:17.233,-73.7692,6.5188,-1,17.3,-17.3
30883,30883,30883,2018-04-25 01:28:17.270,-73.7694,6.5194,-1,10.6,-10.6
30884,30884,30884,2018-04-25 01:28:17.340,-73.7127,6.4426,-1,8.1,-8.1
30885,30885,30885,2018-04-25 01:28:17.497,-73.7672,6.5197,-1,6.6,-6.6
30886,30886,30886,2018-04-25 01:28:17.773,-73.7693,6.5191,-1,31.0,-31.0
30887,30887,30887,2018-04-25 01:28:17.777,-73.869,6.4842,-1,18.8,-18.8
30888,30888,30888,2018-04-25 01:28:17.847,-73.7737,6.5183,-1,8.4,-8.4
30889,30889,30889,2018-04-25 01:28:17.987,-73.7695,6.5193,-1,22.4,-22.4
30890,30890,30890,2018-04-25 01:28:18.167,-73.7694,6.5188,-1,18.6,-18.6
30891,30891,30891,2018-04-25 01:28:19.993,-74.2272,6.4219,1,20.8,20.8
30892,30892,30892,2018-04-25 01:28:19.997,-74.232,6.4224,-1,6.2,-6.2
30893,30893,30893,2018-04-25 01:28:20.003,-74.233,6.4226,-1,9.7,-9.7
30894,30894,30894,2018-04-25 01:28:31.990,-73.7813,6.4516,-1,4.9,-4.9
30895,30895,30895,2018-04-25 01:28:32.287,-73.8264,6.5214,-1,6.1,-6.1
30896,30896,30896,2018-04-25 01:28:33.677,-73.694,6.4079,-1,5.7,-5.7
30897,30897,30897,2018-04-25 01:28:34.603,-73.8526,6.4722,-1,24.5,-24.5
30898,30898,30898,2018-04-25 01:28:34.630,-73.8549,6.4748,-1,8.9,-8.9
30899,30899,30899,2018-04-25 01:28:34.693,-73.875,6.4857,-1,30.0,-30.0
30900,30900,30900,2018-04-25 01:28:34.737,-73.7713,6.364,1,6.0,6.0
30901,30901,30901,2018-04-25 01:28:34.777,-73.8747,6.4876,-1,25.3,-25.3
30902,30902,30902,2018-04-25 01:28:34.840,-73.8743,6.4875,-1,35.1,-35.1
30903,30903,30903,2018-04-25 01:28:34.903,-73.8746,6.4869,-1,26.9,-26.9
30904,30904,30904,2018-04-25 01:28:34.957,-73.8733,6.487,-1,27.1,-27.1
30905,30905,30905,2018-04-25 01:28:34.960,-73.7236,6.3758,-1,4.5,-4.5
30906,30906,30906,2018-04-25 01:28:35.023,-74.064,6.4892,-1,10.5,-10.5
30907,30907,30907,2018-04-25 01:28:35.077,-73.7223,6.3591,-1,23.5,-23.5
30908,30908,30908,2018-04-25 01:28:35.103,-73.8689,6.4893,-1,22.1,-22.1
30909,30909,30909,2018-04-25 01:28:35.123,-73.7229,6.359,-1,9.5,-9.5
30910,30910,30910,2018-04-25 01:28:35.180,-73.7544,6.5421,1,4.7,4.7
30911,30911,30911,2018-04-25 01:28:35.210,-73.722,6.3589,-1,35.0,-35.0
30912,30912,30912,2018-04-25 01:28:35.330,-73.8748,6.4865,-1,15.5,-15.5
30913,30913,30913,2018-04-25 01:28:35.360,-73.7225,6.359,-1,10.8,-10.8
30914,30914,30914,2018-04-25 01:28:36.173,-74.3404,6.5762,-1,19.3,-19.3
30915,30915,30915,2018-04-25 01:28:36.180,-74.3413,6.5767,1,4.9,4.9
30916,30916,30916,2018-04-25 01:28:36.210,-74.3422,6.3783,1,6.0,6.0
30917,30917,30917,2018-04-25 01:28:39.127,-73.8026,6.6338,-1,6.8,-6.8
30918,30918,30918,2018-04-25 01:28:44.250,-74.0596,6.7484,1,8.3,8.3
30919,30919,30919,2018-04-25 01:28:44.827,-73.819,6.5528,-1,8.7,-8.7
30920,30920,30920,2018-04-25 01:28:44.930,-73.8187,6.5499,-1,8.7,-8.7
30921,30921,30921,2018-04-25 01:28:52.317,-73.7673,6.4782,1,5.3,5.3
30922,30922,30922,2018-04-25 01:28:53.217,-74.0806,6.5887,-1,5.0,-5.0
30923,30923,30923,2018-04-25 01:28:53.867,-74.0768,6.3752,-1,40.8,-40.8
30924,30924,30924,2018-04-25 01:28:53.893,-74.08,6.3748,1,4.3,4.3
30925,30925,30925,2018-04-25 01:28:54.143,-74.0545,6.3718,-1,5.1,-5.1
30926,30926,30926,2018-04-25 01:28:54.583,-73.717,6.4036,1,12.9,12.9
30927,30927,30927,2018-04-25 01:28:56.793,-73.9107,6.46,1,6.3,6.3
30928,30928,30928,2018-04-25 01:28:56.863,-73.7027,6.4464,-1,4.4,-4.4
30929,30929,30929,2018-04-25 01:28:57.277,-73.8548,6.4171,1,6.4,6.4
30930,30930,30930,2018-04-25 01:29:00.317,-73.8522,6.6077,1,5.1,5.1
30931,30931,30931,2018-04-25 01:29:02.343,-74.3341,6.3765,-1,33.8,-33.8
30932,30932,30932,2018-04-25 01:29:02.430,-74.3339,6.3788,-1,13.3,-13.3
30933,30933,30933,2018-04-25 01:29:02.490,-74.3338,6.381,-1,7.8,-7.8
30934,30934,30934,2018-04-25 01:29:05.237,-73.8148,6.5076,-1,9.5,-9.5
30935,30935,30935,2018-04-25 01:29:11.213,-73.9155,6.5549,1,6.5,6.5
30936,30936,30936,2018-04-25 01:29:11.260,-73.9153,6.5528,1,5.6,5.6
30937,30937,30937,2018-04-25 01:29:11.720,-73.9154,6.5537,1,9.3,9.3
30938,30938,30938,2018-04-25 01:29:21.123,-73.6813,6.4471,-1,6.6,-6.6
30939,30939,30939,2018-04-25 01:29:22.047,-73.7244,6.3713,-1,5.1,-5.1
30940,30940,30940,2018-04-25 01:29:22.880,-73.7853,6.4652,-1,12.3,-12.3
30941,30941,30941,2018-04-25 01:29:22.913,-73.7695,6.4625,-1,13.5,-13.5
30942,30942,30942,2018-04-25 01:29:22.983,-73.7706,6.4777,-1,12.6,-12.6
30943,30943,30943,2018-04-25 01:29:23.060,-73.7704,6.4567,-1,20.1,-20.1
30944,30944,30944,2018-04-25 01:29:23.247,-73.6881,6.4308,-1,5.2,-5.2
30945,30945,30945,2018-04-25 01:29:23.320,-73.741,6.41,-1,5.5,-5.5
30946,30946,30946,2018-04-25 01:29:23.730,-73.7909,6.5166,1,4.4,4.4
30947,30947,30947,2018-04-25 01:29:24.087,-73.8478,6.4372,-1,14.5,-14.5
30948,30948,30948,2018-04-25 01:29:24.390,-73.8514,6.4364,-1,6.8,-6.8
30949,30949,30949,2018-04-25 01:29:24.517,-73.7899,6.5205,1,5.1,5.1
30950,30950,30950,2018-04-25 01:29:29.387,-73.9023,6.4606,1,7.1,7.1
30951,30951,30951,2018-04-25 01:29:29.400,-73.904,6.4597,1,6.9,6.9
30952,30952,30952,2018-04-25 01:29:33.467,-73.9343,6.4982,1,5.2,5.2
30953,30953,30953,2018-04-25 01:29:33.667,-73.9362,6.4974,1,5.9,5.9
30954,30954,30954,2018-04-25 01:29:33.687,-73.9367,6.4973,1,6.0,6.0
30955,30955,30955,2018-04-25 01:29:34.287,-74.0868,6.7593,1,5.5,5.5
30956,30956,30956,2018-04-25 01:29:35.853,-73.8628,6.4725,-1,10.6,-10.6
30957,30957,30957,2018-04-25 01:29:37.183,-74.0618,6.4105,1,5.8,5.8
30958,30958,30958,2018-04-25 01:29:38.557,-73.7799,6.5107,1,6.5,6.5
30959,30959,30959,2018-04-25 01:29:42.080,-73.7233,6.3791,-1,5.9,-5.9
30960,30960,30960,2018-04-25 01:29:42.140,-73.7196,6.3771,1,4.4,4.4
30961,30961,30961,2018-04-25 01:29:43.423,-73.9189,6.5002,-1,13.1,-13.1
30962,30962,30962,2018-04-25 01:29:43.520,-73.9224,6.4993,1,6.7,6.7
30963,30963,30963,2018-04-25 01:29:43.640,-73.8112,6.4938,1,6.7,6.7
30964,30964,30964,2018-04-25 01:29:47.443,-73.7232,6.3774,-1,4.5,-4.5
30965,30965,30965,2018-04-25 01:29:47.453,-73.6411,6.6039,-1,11.6,-11.6
30966,30966,30966,2018-04-25 01:29:47.473,-73.724,6.3915,-1,18.5,-18.5
30967,30967,30967,2018-04-25 01:29:47.530,-73.7034,6.3886,-1,19.6,-19.6
30968,30968,30968,2018-04-25 01:29:47.680,-73.9092,6.4632,1,5.9,5.9
30969,30969,30969,2018-04-25 01:29:47.683,-73.7201,6.3778,-1,10.7,-10.7
30970,30970,30970,2018-04-25 01:29:48.020,-73.7093,6.3602,-1,10.8,-10.8
30971,30971,30971,2018-04-25 01:29:48.247,-73.7093,6.3592,-1,9.4,-9.4
30972,30972,30972,2018-04-25 01:29:49.607,-74.2681,6.3708,-1,5.6,-5.6
30973,30973,30973,2018-04-25 01:29:51.227,-73.6436,6.3965,-1,5.6,-5.6
30974,30974,30974,2018-04-25 01:29:55.027,-73.8917,6.5124,-1,6.5,-6.5
30975,30975,30975,2018-04-25 01:29:55.087,-73.803,6.4638,1,9.1,9.1
30976,30976,30976,2018-04-25 01:29:55.330,-73.7661,6.5501,-1,4.9,-4.9
30977,30977,30977,2018-04-25 01:29:55.390,-73.7829,6.392,-1,4.7,-4.7
30978,30978,30978,2018-04-25 01:29:57.533,-73.7062,6.3924,-1,4.6,-4.6
30979,30979,30979,2018-04-25 01:29:57.557,-73.7048,6.3906,1,3.8,3.8
30980,30980,30980,2018-04-25 01:29:57.927,-73.7034,6.4325,-1,6.0,-6.0
30981,30981,30981,2018-04-25 01:29:58.223,-73.7309,6.461,1,4.0,4.0
30982,30982,30982,2018-04-25 01:29:58.437,-73.7228,6.4517,-1,5.9,-5.9
30983,30983,30983,2018-04-25 01:29:59.620,-73.8697,6.4631,1,4.9,4.9
30984,30984,30984,2018-04-25 01:30:02.780,-73.9459,6.4987,1,6.3,6.3
30985,30985,30985,2018-04-25 01:30:02.883,-73.9477,6.4978,-1,5.9,-5.9
30986,30986,30986,2018-04-25 01:30:05.123,-73.7989,6.4987,1,7.2,7.2
30987,30987,30987,2018-04-25 01:30:05.247,-73.9033,6.4652,-1,4.9,-4.9
30988,30988,30988,2018-04-25 01:30:05.523,-73.8072,6.4672,1,5.0,5.0
30989,30989,30989,2018-04-25 01:30:08.107,-74.34,6.5755,1,7.7,7.7
30990,30990,30990,2018-04-25 01:30:09.080,-73.7303,6.4369,-1,9.3,-9.3
30991,30991,30991,2018-04-25 01:30:14.287,-73.7801,6.4993,1,8.1,8.1
30992,30992,30992,2018-04-25 01:30:17.340,-73.8637,6.4326,1,25.5,25.5
30993,30993,30993,2018-04-25 01:30:17.897,-73.8687,6.4313,1,5.9,5.9
30994,30994,30994,2018-04-25 01:30:17.943,-73.8662,6.422,-1,6.0,-6.0
30995,30995,30995,2018-04-25 01:30:20.067,-73.6959,6.4403,-1,5.0,-5.0
30996,30996,30996,2018-04-25 01:30:21.640,-73.7718,6.409,-1,6.4,-6.4
30997,30997,30997,2018-04-25 01:30:23.990,-73.8724,6.5095,-1,42.7,-42.7
30998,30998,30998,2018-04-25 01:30:24.040,-73.8725,6.5093,-1,45.3,-45.3
30999,30999,30999,2018-04-25 01:30:24.070,-73.7787,6.549,1,14.5,14.5
31000,31000,31000,2018-04-25 01:30:24.073,-73.869,6.5103,-1,13.0,-13.0
31001,31001,31001,2018-04-25 01:30:24.433,-73.8891,6.5337,-1,10.5,-10.5
31002,31002,31002,2018-04-25 01:30:25.050,-73.8855,6.5332,-1,10.4,-10.4
31003,31003,31003,2018-04-25 01:30:29.853,-73.8995,6.4568,1,4.9,4.9
31004,31004,31004,2018-04-25 01:30:30.337,-73.8983,6.4404,1,5.2,5.2
31005,31005,31005,2018-04-25 01:30:30.600,-74.0903,6.5805,-1,8.0,-8.0
31006,31006,31006,2018-04-25 01:30:30.633,-74.0882,6.5809,1,11.3,11.3
31007,31007,31007,2018-04-25 01:30:32.700,-73.7168,6.3993,-1,26.6,-26.6
31008,31008,31008,2018-04-25 01:30:32.750,-73.7225,6.422,-1,16.6,-16.6
31009,31009,31009,2018-04-25 01:30:32.750,-73.7196,6.375,1,5.0,5.0
31010,31010,31010,2018-04-25 01:30:32.813,-73.7358,6.3961,-1,16.3,-16.3
31011,31011,31011,2018-04-25 01:30:32.943,-73.7374,6.3949,-1,13.7,-13.7
31012,31012,31012,2018-04-25 01:30:33.063,-73.7364,6.3956,-1,29.9,-29.9
31013,31013,31013,2018-04-25 01:30:33.280,-73.7374,6.3939,-1,9.5,-9.5
31014,31014,31014,2018-04-25 01:30:33.280,-73.6739,6.389,-1,8.3,-8.3
31015,31015,31015,2018-04-25 01:30:33.283,-73.7264,6.3856,-1,5.6,-5.6
31016,31016,31016,2018-04-25 01:30:33.383,-73.738,6.3932,-1,24.0,-24.0
31017,31017,31017,2018-04-25 01:30:33.480,-73.7372,6.3938,-1,10.2,-10.2
31018,31018,31018,2018-04-25 01:30:33.727,-73.7367,6.3963,-1,5.2,-5.2
31019,31019,31019,2018-04-25 01:30:33.987,-73.6268,6.4437,1,9.6,9.6
31020,31020,31020,2018-04-25 01:30:37.947,-74.1947,6.4968,1,7.1,7.1
31021,31021,31021,2018-04-25 01:30:38.207,-73.7623,6.5093,-1,14.0,-14.0
31022,31022,31022,2018-04-25 01:30:38.330,-73.7485,6.4426,-1,27.4,-27.4
31023,31023,31023,2018-04-25 01:30:40.220,-74.0662,6.418,1,6.2,6.2
31024,31024,31024,2018-04-25 01:30:40.530,-74.0744,6.3991,-1,10.6,-10.6
31025,31025,31025,2018-04-25 01:30:43.713,-73.8988,6.474,1,6.0,6.0
31026,31026,31026,2018-04-25 01:30:44.310,-73.7195,6.4408,1,8.1,8.1
31027,31027,31027,2018-04-25 01:30:44.360,-73.7132,6.4123,-1,4.7,-4.7
31028,31028,31028,2018-04-25 01:30:49.463,-73.823,6.4889,-1,10.8,-10.8
31029,31029,31029,2018-04-25 01:30:49.747,-73.8248,6.4605,-1,6.8,-6.8
31030,31030,31030,2018-04-25 01:30:49.900,-73.7266,6.6103,-1,6.9,-6.9
31031,31031,31031,2018-04-25 01:30:58.340,-73.8943,6.4325,1,20.8,20.8
31032,31032,31032,2018-04-25 01:30:58.370,-73.8965,6.4289,1,7.6,7.6
31033,31033,31033,2018-04-25 01:30:58.407,-73.8975,6.4411,1,5.1,5.1
31034,31034,31034,2018-04-25 01:31:02.743,-73.9086,6.4652,1,6.3,6.3
31035,31035,31035,2018-04-25 01:31:03.237,-73.853,6.4797,1,7.3,7.3
31036,31036,31036,2018-04-25 01:31:06.597,-74.0503,6.6997,-1,5.0,-5.0
31037,31037,31037,2018-04-25 01:31:07.943,-74.3387,6.3847,-1,57.8,-57.8
31038,31038,31038,2018-04-25 01:31:07.987,-74.3402,6.3871,-1,44.6,-44.6
31039,31039,31039,2018-04-25 01:31:08.043,-74.3344,6.3876,-1,9.8,-9.8
31040,31040,31040,2018-04-25 01:31:08.067,-74.3384,6.3853,-1,19.3,-19.3
31041,31041,31041,2018-04-25 01:31:11.270,-73.6946,6.386,-1,5.0,-5.0
31042,31042,31042,2018-04-25 01:31:16.733,-73.808,6.4743,1,8.0,8.0
31043,31043,31043,2018-04-25 01:31:16.743,-73.8286,6.4794,1,8.1,8.1
31044,31044,31044,2018-04-25 01:31:20.960,-73.8962,6.4931,1,10.1,10.1
31045,31045,31045,2018-04-25 01:31:20.970,-74.1121,6.7794,-1,5.0,-5.0
31046,31046,31046,2018-04-25 01:31:21.010,-73.6918,6.4273,1,6.3,6.3
31047,31047,31047,2018-04-25 01:31:21.037,-74.0708,6.7415,-1,10.9,-10.9
31048,31048,31048,2018-04-25 01:31:21.040,-74.0978,6.7474,-1,8.1,-8.1
31049,31049,31049,2018-04-25 01:31:21.067,-73.8922,6.4767,1,5.0,5.0
31050,31050,31050,2018-04-25 01:31:21.307,-73.8816,6.4753,1,6.0,6.0
31051,31051,31051,2018-04-25 01:31:25.870,-73.7103,6.6958,-1,7.1,-7.1
31052,31052,31052,2018-04-25 01:31:26.203,-73.7559,6.5198,-1,4.7,-4.7
31053,31053,31053,2018-04-25 01:31:31.877,-73.6661,6.4255,1,13.5,13.5
31054,31054,31054,2018-04-25 01:31:32.877,-73.6471,6.597,1,6.2,6.2
31055,31055,31055,2018-04-25 01:31:33.913,-73.9223,6.4283,1,8.8,8.8
31056,31056,31056,2018-04-25 01:31:33.930,-73.923,6.4453,-1,56.2,-56.2
31057,31057,31057,2018-04-25 01:31:33.957,-73.9226,6.4455,-1,27.1,-27.1
31058,31058,31058,2018-04-25 01:31:33.983,-73.9125,6.4431,-1,24.4,-24.4
31059,31059,31059,2018-04-25 01:31:34.013,-73.9347,6.4419,-1,25.1,-25.1
31060,31060,31060,2018-04-25 01:31:34.060,-73.9057,6.4397,-1,45.1,-45.1
31061,31061,31061,2018-04-25 01:31:34.083,-73.9201,6.4362,-1,17.1,-17.1
31062,31062,31062,2018-04-25 01:31:34.750,-73.9198,6.4363,-1,21.0,-21.0
31063,31063,31063,2018-04-25 01:31:35.523,-74.0808,6.4698,1,5.0,5.0
31064,31064,31064,2018-04-25 01:31:36.420,-74.2063,6.4445,-1,6.1,-6.1
31065,31065,31065,2018-04-25 01:31:36.423,-74.2072,6.4441,1,5.6,5.6
31066,31066,31066,2018-04-25 01:31:36.423,-74.2069,6.4424,-1,6.0,-6.0
31067,31067,31067,2018-04-25 01:31:37.363,-73.8664,6.7356,-1,9.2,-9.2
31068,31068,31068,2018-04-25 01:31:37.470,-73.9242,6.5413,1,9.1,9.1
31069,31069,31069,2018-04-25 01:31:37.577,-73.7731,6.5104,1,5.3,5.3
31070,31070,31070,2018-04-25 01:31:37.703,-73.9228,6.5402,1,5.4,5.4
31071,31071,31071,2018-04-25 01:31:37.797,-73.9253,6.5395,1,5.5,5.5
31072,31072,31072,2018-04-25 01:31:44.023,-73.8375,6.4549,1,5.7,5.7
31073,31073,31073,2018-04-25 01:31:44.067,-73.8573,6.4334,1,9.3,9.3
31074,31074,31074,2018-04-25 01:31:46.047,-74.2883,6.3527,1,3.9,3.9
31075,31075,31075,2018-04-25 01:31:53.157,-73.8566,6.505,1,5.3,5.3
31076,31076,31076,2018-04-25 01:32:02.477,-73.7189,6.384,1,9.8,9.8
31077,31077,31077,2018-04-25 01:32:02.500,-73.7231,6.3881,-1,19.2,-19.2
31078,31078,31078,2018-04-25 01:32:02.550,-73.7326,6.4108,-1,17.2,-17.2
31079,31079,31079,2018-04-25 01:32:02.587,-73.697,6.3867,-1,14.8,-14.8
31080,31080,31080,2018-04-25 01:32:03.100,-73.6968,6.3884,-1,35.9,-35.9
31081,31081,31081,2018-04-25 01:32:03.117,-73.6999,6.3872,-1,10.1,-10.1
31082,31082,31082,2018-04-25 01:32:03.207,-73.6986,6.3861,-1,14.2,-14.2
31083,31083,31083,2018-04-25 01:32:03.273,-73.9362,6.4942,1,4.8,4.8
31084,31084,31084,2018-04-25 01:32:03.280,-73.6977,6.3869,-1,10.1,-10.1
31085,31085,31085,2018-04-25 01:32:03.410,-73.6995,6.3864,-1,11.7,-11.7
31086,31086,31086,2018-04-25 01:32:04.143,-73.8627,6.4272,1,7.7,7.7
31087,31087,31087,2018-04-25 01:32:04.453,-73.8642,6.4536,-1,7.9,-7.9
31088,31088,31088,2018-04-25 01:32:05.703,-74.3405,6.3923,-1,28.0,-28.0
31089,31089,31089,2018-04-25 01:32:12.883,-73.7528,6.4173,1,4.5,4.5
31090,31090,31090,2018-04-25 01:32:14.090,-73.8912,6.4763,1,3.5,3.5
31091,31091,31091,2018-04-25 01:32:14.093,-73.8901,6.4711,1,9.5,9.5
31092,31092,31092,2018-04-25 01:32:19.580,-73.7378,6.4814,-1,14.0,-14.0
31093,31093,31093,2018-04-25 01:32:19.623,-73.7416,6.4826,-1,23.8,-23.8
31094,31094,31094,2018-04-25 01:32:19.750,-73.777,6.5063,-1,27.4,-27.4
31095,31095,31095,2018-04-25 01:32:19.910,-73.7797,6.5048,-1,27.2,-27.2
31096,31096,31096,2018-04-25 01:32:20.117,-73.7733,6.5037,-1,24.5,-24.5
31097,31097,31097,2018-04-25 01:32:20.163,-74.3336,6.567,1,6.3,6.3
31098,31098,31098,2018-04-25 01:32:20.200,-73.7746,6.5052,-1,10.6,-10.6
31099,31099,31099,2018-04-25 01:32:20.540,-73.7737,6.5042,-1,5.2,-5.2
31100,31100,31100,2018-04-25 01:32:20.697,-74.2021,6.7745,1,12.8,12.8
31101,31101,31101,2018-04-25 01:32:20.737,-73.7369,6.5119,1,9.1,9.1
